account length,location code,user id,credit card info save,push status,add to wishlist,desktop sessions,app sessions,desktop transactions,total product detail views,session duration,promotion clicks,avg order value,sale product views,discount rate per visited products,product detail view per app session,app transactions,add to cart per session,customer service calls,churn
103,415,3819196,no,yes,28,121,21,23,105,270,100,1605,76,722,77,4,208,2,0
119,415,3293222,no,yes,29,118,20,22,66,257,114,1476,76,664,76,3,205,3,0
173,510,3635819,no,yes,21,232,40,18,96,212,118,273,102,1229,5,5,135,3,0
128,510,4139269,yes,yes,32,224,38,16,81,189,74,1549,101,697,94,2,254,2,1
86,510,3307483,no,no,0,176,30,22,79,259,97,2874,78,1293,62,3,167,0,0
114,415,4037775,no,yes,32,125,21,15,79,178,105,2324,89,1046,129,3,348,1,0
104,408,3602479,no,no,0,139,24,22,107,257,113,2349,74,1057,10,3,27,0,0
148,415,3943791,no,no,0,86,15,21,134,247,92,2516,91,1132,113,4,305,1,0
129,408,3842632,no,no,0,207,35,13,91,155,121,2451,112,1103,134,5,362,3,0
100,510,3598466,no,yes,30,59,10,19,104,220,107,1523,118,685,71,3,192,0,0
121,408,3318909,no,yes,35,69,12,18,95,209,69,1974,42,888,114,4,308,1,0
143,408,3595160,no,yes,33,239,41,20,109,236,112,1563,95,703,95,4,257,1,0
76,510,3309833,no,no,0,198,34,18,130,217,86,1884,96,848,125,3,338,0,0
158,510,3622314,no,no,0,205,35,20,97,241,77,797,108,359,144,12,389,0,0
116,510,3388478,no,no,0,192,33,27,98,313,135,1302,94,586,79,2,213,3,0
54,415,3875453,no,no,0,273,46,21,83,249,74,1974,111,888,95,2,257,1,1
86,415,3803437,no,no,0,128,22,17,121,197,93,1384,152,623,122,5,329,7,1
108,510,3658779,no,no,0,170,29,22,99,264,87,2063,78,928,93,4,251,0,0
66,510,4072750,no,no,0,201,34,13,95,153,66,2332,101,1049,75,4,203,1,0
151,408,3968265,no,yes,17,215,37,12,97,139,90,1691,44,761,86,4,232,1,0
99,510,3974304,no,no,0,169,29,23,70,272,77,1702,104,766,106,2,286,0,0
55,415,3332611,no,no,0,194,33,15,121,177,110,3028,136,1363,7,7,189,2,0
77,510,4098814,no,no,0,234,40,23,104,267,94,2127,104,957,76,3,205,2,0
78,408,3365406,no,no,0,225,38,17,67,199,127,1755,102,79,146,2,394,0,0
89,415,3436940,no,no,0,213,36,15,63,177,71,2626,126,1182,91,1,246,1,1
101,415,3619923,no,no,0,184,31,22,115,256,101,275,145,1238,108,11,292,1,0
44,415,3506639,no,yes,34,222,38,14,105,162,85,2277,62,1025,14,7,378,0,0
98,408,3764300,no,yes,21,65,11,15,98,176,86,2448,84,1102,0,0,0,2,0
64,510,3496567,no,yes,37,155,26,7,92,83,103,1659,99,747,133,3,359,1,0
141,415,3337749,no,no,0,260,44,15,131,179,120,135,119,608,72,8,194,3,0
81,415,4086089,no,yes,33,162,27,10,117,123,90,2613,101,1176,122,5,329,1,0
162,510,3752165,no,no,0,221,38,13,117,155,121,1867,89,84,105,11,284,1,0
83,415,4006999,no,yes,41,156,27,14,122,162,107,1276,105,574,131,5,354,3,0
100,510,4207823,no,no,0,107,18,9,63,106,67,2431,74,1094,128,3,346,4,1
59,510,3665241,no,no,0,183,31,17,104,205,95,2299,100,1035,113,8,305,4,0
179,415,4133412,yes,yes,38,220,37,20,78,234,71,2373,85,1068,101,4,273,4,0
79,408,4062752,no,no,0,152,26,15,112,177,132,964,87,434,53,3,143,1,0
117,415,3378078,no,no,0,182,31,17,95,205,88,204,82,918,147,9,397,2,0
64,408,4021942,yes,no,0,236,40,19,77,219,85,1941,97,873,132,2,356,2,1
31,415,3717917,no,no,0,166,28,7,105,79,93,2137,98,962,127,2,343,1,0
124,408,3436374,yes,no,0,245,42,16,89,189,80,206,114,927,113,4,305,1,0
122,408,3858730,no,yes,23,134,23,19,85,227,132,1224,96,551,85,2,23,2,0
37,408,3937892,yes,yes,39,150,25,18,122,211,75,1143,90,514,92,4,248,1,0
90,408,4076748,no,yes,29,150,26,23,109,265,103,1784,97,803,58,4,157,1,0
159,408,3414463,yes,no,0,257,44,27,53,312,127,183,82,824,88,6,238,1,1
148,415,3512587,no,no,0,124,21,15,83,180,81,253,99,1139,113,6,305,0,0
39,415,4219752,no,yes,36,142,24,20,121,232,113,2221,131,999,12,5,324,1,0
77,408,3564001,no,no,0,230,39,9,87,103,138,3096,136,1393,113,3,305,2,0
194,408,3289869,no,no,0,162,28,18,88,214,118,1921,81,864,109,2,294,0,0
154,415,3435709,no,no,0,351,60,18,75,217,94,2539,100,1143,101,9,273,1,1
112,415,3341872,no,no,0,193,33,22,96,264,123,1286,115,579,91,3,246,4,0
45,415,3501040,no,no,0,78,13,22,127,253,108,255,100,1148,18,3,486,1,0
132,415,3693214,no,no,0,83,14,20,110,232,137,1467,114,66,76,5,205,1,0
128,415,3856778,no,no,0,196,33,23,99,268,120,1649,76,742,16,2,432,0,0
135,415,3837689,no,no,0,202,34,19,81,225,114,2044,82,92,103,6,278,1,0
56,408,3855722,no,no,0,197,33,19,110,223,102,2253,91,1014,106,6,286,2,0
151,415,3571909,yes,no,0,218,37,10,57,114,88,2692,95,1211,124,1,335,0,1
32,415,3643567,no,no,0,165,28,20,98,230,96,1673,108,753,148,2,4,2,0
90,415,4224241,no,no,0,179,30,18,77,211,99,2769,58,1246,92,6,248,2,0
87,415,3702957,no,yes,21,214,36,15,113,180,114,1345,82,605,106,5,286,0,0
138,415,3296562,no,no,0,171,29,10,87,118,116,1879,111,846,112,7,302,2,0
79,408,3633515,no,no,0,206,35,18,123,215,108,2261,106,1017,67,18,181,1,0
95,415,3747787,yes,no,0,166,28,24,84,286,112,1989,89,895,115,2,311,1,1
127,415,3452931,no,no,0,221,38,14,100,161,113,2331,96,1049,68,4,184,2,0
137,510,3735732,no,no,0,242,41,16,118,191,93,2186,50,984,147,2,397,3,0
97,415,3487437,no,no,0,152,26,13,107,155,96,240,112,108,147,4,397,1,0
149,415,3329460,yes,no,0,176,30,12,87,145,81,2495,92,1123,57,4,154,0,0
117,415,3556531,yes,yes,22,196,33,27,82,323,82,2256,120,1015,37,5,1,1,0
84,408,3369390,no,no,0,160,27,21,125,247,90,1879,82,846,72,4,194,2,0
137,415,3468581,no,no,0,230,39,19,113,220,79,2047,111,921,107,7,289,4,0
99,415,3638824,no,no,0,147,25,23,64,274,99,3213,98,1446,89,1,24,3,0
54,510,3533351,no,no,0,211,36,17,102,205,83,1278,53,575,85,5,23,1,0
85,415,3604320,no,no,0,102,17,23,95,270,139,1482,105,667,107,3,289,1,0
150,510,4176252,no,no,0,126,21,20,99,239,73,2851,100,1283,102,6,275,3,0
43,415,3934949,no,no,0,168,29,21,125,244,89,2147,102,966,111,2,3,1,0
35,415,4013156,no,no,0,106,18,22,129,258,129,2131,77,959,87,3,235,0,0
98,415,3386283,no,no,0,207,35,15,92,176,152,2328,115,1048,124,5,335,5,0
112,510,3529017,no,no,0,217,37,17,76,205,100,1857,91,836,94,3,254,2,0
16,510,4055305,no,no,0,230,39,17,78,206,108,1662,91,748,108,2,292,0,1
98,415,3769249,no,yes,22,278,47,8,89,93,143,1076,42,484,97,5,262,0,0
84,408,3397139,no,no,0,139,24,17,102,199,93,2041,137,918,78,4,211,0,0
94,415,3286011,no,no,0,234,40,24,103,279,109,2342,121,1054,2,2,54,1,1
84,510,3781303,no,no,0,182,31,11,129,131,112,1865,118,839,85,4,23,1,0
66,415,4025155,no,no,0,167,28,20,91,230,68,1917,118,863,106,5,286,1,1
98,415,3335430,no,yes,31,121,21,19,105,219,98,2267,110,102,12,1,324,1,0
74,415,3659696,no,no,0,221,38,9,124,111,94,2401,112,108,106,3,286,0,0
96,408,4104023,no,yes,26,146,25,16,108,192,89,1651,96,743,99,2,267,1,0
119,510,4117649,no,no,0,223,38,14,122,163,107,1606,112,723,112,6,302,1,0
73,415,3384065,no,no,0,183,31,21,80,242,115,2014,100,906,75,3,203,4,0
92,415,4219401,yes,no,0,264,45,14,91,161,115,1986,73,894,93,5,251,0,0
21,415,3439658,no,no,0,146,25,9,78,110,79,2474,108,1113,68,7,184,0,0
122,510,3325521,no,no,0,157,27,16,134,185,122,1972,59,887,85,5,23,4,1
133,510,3494369,yes,no,0,127,22,21,108,251,81,135,88,608,103,3,278,1,0
145,415,3514288,no,no,0,188,32,17,110,197,117,167,108,752,48,4,13,2,0
25,408,4225874,no,no,0,179,30,12,90,141,72,203,99,914,84,5,227,2,0
64,415,3962324,no,no,0,97,17,16,80,186,90,189,92,85,104,6,281,2,0
85,415,4165662,no,no,0,260,44,21,85,242,117,1688,72,76,54,1,146,0,0
126,415,3639663,no,no,0,257,44,17,112,200,90,1883,122,847,7,5,189,3,0
76,415,4109477,no,no,0,170,29,11,77,124,87,2194,92,987,10,3,27,0,0
113,415,3524418,no,no,0,240,41,24,47,283,110,2384,88,1073,87,3,235,2,1
224,510,3616563,yes,no,0,172,29,14,99,160,103,2124,102,956,5,2,135,1,1
117,408,4174404,no,no,0,240,41,15,84,175,106,2095,93,943,98,2,265,0,0
128,408,3728048,no,yes,34,142,24,17,73,195,79,2393,81,1077,16,6,432,1,0
115,415,3563646,no,no,0,184,31,28,98,327,73,2125,106,956,75,6,203,2,0
141,415,3519604,no,yes,28,207,35,22,126,264,126,1718,124,773,93,11,251,2,0
51,510,3559581,no,no,0,260,44,15,114,176,94,772,112,347,153,1,413,1,0
100,415,3965189,no,no,0,204,35,24,122,283,76,1973,83,888,125,3,338,0,0
96,415,3569187,no,yes,45,249,42,12,124,140,77,2636,102,1186,103,2,278,3,0
112,415,3945537,no,yes,16,222,38,11,110,130,123,200,108,9,113,3,305,1,0
129,510,4082712,yes,no,0,193,33,16,131,186,101,2052,130,923,109,4,294,1,0
163,415,4044486,no,no,0,122,21,10,129,113,108,1802,97,811,125,7,338,1,0
67,415,3551113,no,yes,40,105,18,18,65,216,93,2174,128,978,96,9,259,1,0
140,408,4114674,no,no,0,173,29,17,91,197,106,2093,128,942,112,5,302,3,0
49,510,3764519,no,no,0,119,20,23,69,273,92,2144,153,965,124,7,335,2,0
46,510,3655979,no,no,0,250,43,22,100,261,90,195,104,878,133,2,359,2,1
148,415,3822879,no,no,0,178,30,24,98,283,110,181,98,815,114,4,308,1,0
112,510,4201383,no,no,0,243,41,15,77,182,97,2592,94,1166,128,2,346,1,0
78,415,4117390,no,no,0,155,26,15,106,175,101,1556,125,7,118,5,319,2,0
61,408,3838848,no,yes,31,289,49,17,101,204,102,2032,49,914,86,3,232,0,0
58,510,3879301,no,yes,29,240,41,10,80,119,91,1642,108,739,112,3,302,1,0
155,415,3993164,no,no,0,190,32,26,123,301,96,2146,134,966,8,3,216,1,0
100,510,3858997,no,no,0,278,47,15,76,177,74,2195,126,988,83,4,224,0,1
113,510,3526573,no,no,0,155,26,28,93,331,106,1894,123,852,135,3,365,1,0
81,415,4083384,no,no,0,154,26,17,99,198,102,1985,86,893,63,2,17,2,0
135,510,4196033,no,yes,27,273,46,13,141,154,99,2458,112,1106,123,6,332,1,0
99,408,3362090,no,no,0,155,26,23,93,266,95,1457,67,656,124,4,335,0,0
59,510,3437242,no,yes,29,133,23,19,114,221,82,1316,103,592,68,3,184,1,0
135,510,3761713,no,no,0,247,42,16,129,188,121,1545,109,695,126,5,34,1,0
85,408,3815878,yes,no,0,165,28,17,107,196,126,3492,110,1571,96,7,259,2,0
70,510,3905470,no,no,0,60,10,22,103,257,106,2083,86,937,111,6,3,0,0
88,510,4144803,no,no,0,138,24,20,116,236,138,1791,110,806,96,4,259,3,0
55,510,3825478,no,no,0,287,49,11,100,134,121,1929,122,868,69,5,186,2,0
75,415,3337637,no,no,0,117,20,17,114,201,61,1079,82,486,122,3,329,1,0
79,510,3411647,no,yes,21,264,45,17,79,203,118,1734,92,78,63,3,17,4,0
85,408,4114232,no,no,0,128,22,23,107,271,124,2022,76,91,125,5,338,0,0
86,408,3392616,no,yes,23,226,38,21,107,246,105,2457,81,1106,98,2,265,0,0
91,510,3273850,no,no,0,149,25,21,115,245,105,260,94,117,83,3,224,0,0
149,415,3287209,no,yes,20,199,34,23,77,274,88,1907,76,858,143,9,386,1,0
97,408,4056189,no,no,0,256,44,23,125,274,100,2227,101,1002,111,1,3,1,1
88,415,4186737,no,no,0,265,45,21,124,245,112,1605,115,722,148,2,4,1,1
60,415,3662212,no,no,0,98,17,15,88,181,69,2236,69,1006,93,2,251,2,0
54,408,3561420,no,no,0,160,27,22,99,264,64,1157,70,521,97,7,262,2,0
11,415,3431323,no,yes,28,191,32,19,86,220,122,1803,80,811,6,3,162,3,0
109,415,3618239,no,no,0,184,31,10,120,120,119,1537,86,692,11,3,297,0,0
90,415,3841621,no,no,0,262,45,19,128,221,104,1366,91,615,96,5,259,1,0
115,408,3603525,no,no,0,148,25,19,109,228,117,2997,90,1349,96,9,259,3,0
144,415,3923813,no,yes,18,106,18,9,109,108,113,2084,111,938,101,5,273,1,0
91,408,3376898,no,no,0,134,23,17,75,195,87,2805,89,1262,59,2,159,0,0
105,415,3668036,no,yes,23,194,33,19,85,220,90,2724,111,1226,85,5,23,0,0
71,415,3528327,yes,no,0,178,30,14,113,168,94,1821,111,819,136,3,367,3,1
132,510,3349505,no,yes,36,226,38,15,103,182,125,2588,102,1165,105,5,284,3,1
112,415,3365702,no,no,0,170,29,17,103,200,71,2583,100,1162,116,4,313,1,0
86,415,3922381,no,yes,32,71,12,14,163,167,121,2449,105,1102,111,5,3,3,0
41,510,3696880,no,yes,34,194,33,22,63,255,110,1602,115,721,172,9,464,2,0
44,415,4168697,no,no,0,240,41,14,146,165,83,2407,106,1083,106,2,286,1,0
78,408,3453451,no,no,0,75,13,21,116,249,87,176,83,792,95,6,257,3,0
149,408,3792514,no,no,0,69,12,12,117,136,100,1817,53,818,63,3,17,1,0
72,510,4186651,no,yes,33,97,16,27,59,315,98,1633,117,735,62,4,167,4,1
139,415,4213528,no,yes,20,215,36,20,101,235,132,1628,132,733,148,12,4,0,0
74,510,3299046,no,no,0,149,25,12,111,147,42,2892,83,1301,99,6,267,3,0
50,510,4063890,no,no,0,258,44,14,106,161,106,2251,110,1013,117,5,316,1,0
141,510,4038904,no,yes,23,150,25,14,112,163,118,2203,115,991,76,2,205,3,0
140,408,3934086,no,no,0,150,25,14,134,164,98,2947,124,1326,81,2,219,1,0
99,408,4001367,no,no,0,190,32,13,102,158,107,2715,92,1222,112,4,302,2,0
166,408,3779473,no,no,0,181,31,22,108,254,54,1123,94,505,116,6,313,1,0
124,408,3963068,no,no,0,151,26,16,123,187,104,2554,93,1149,53,3,143,1,0
74,415,3319293,no,no,0,156,26,15,116,174,63,2574,97,1158,81,4,219,0,0
117,510,3471914,no,no,0,150,25,22,95,256,110,2127,92,957,133,13,359,2,0
85,510,3951962,no,no,0,222,38,20,132,232,101,2235,75,1006,11,2,297,3,0
36,415,4015485,no,yes,16,149,25,11,111,132,113,1327,87,597,67,2,181,0,0
102,510,3556560,yes,no,0,234,40,19,103,222,131,1469,106,661,128,3,346,0,0
76,415,3633911,no,no,0,204,35,25,100,293,139,2443,105,1099,105,2,284,0,0
165,510,3451998,no,no,0,243,41,18,126,210,65,2284,126,1028,0,0,0,1,0
130,415,3615277,no,no,0,150,26,20,119,231,99,1863,76,838,123,4,332,1,0
78,415,3767145,no,no,0,209,36,21,119,252,132,2802,120,1261,128,7,346,0,0
55,415,3752975,yes,no,0,192,33,22,91,256,110,2037,101,917,143,6,386,1,1
92,415,3768573,yes,no,0,131,22,22,113,261,122,2442,98,1099,94,2,254,2,1
129,415,3667360,no,yes,33,120,20,24,104,279,88,2634,175,1185,59,2,159,2,0
18,408,3477898,no,no,0,274,47,10,93,115,116,2506,120,1128,82,4,221,1,0
161,415,3907328,yes,no,0,156,27,15,114,180,63,1796,115,808,111,9,3,2,0
93,415,3565491,no,yes,36,179,30,15,134,179,102,1268,82,571,8,4,216,2,0
144,415,3733251,no,no,0,178,30,24,93,287,75,1805,118,812,119,3,321,2,0
75,408,3431965,yes,no,0,211,36,9,61,106,119,1759,63,792,97,4,262,4,1
95,415,3788019,no,no,0,175,30,21,91,244,109,758,95,341,75,2,203,1,0
126,415,3861548,no,yes,23,114,19,16,102,190,103,2404,111,1082,126,7,34,3,0
124,415,3971649,no,yes,28,251,43,19,104,225,89,2519,121,1134,75,5,203,1,0
93,415,3667247,yes,no,0,217,37,18,61,207,120,2217,110,998,175,5,473,1,1
109,415,4029691,yes,yes,26,217,37,12,138,146,111,2807,76,1263,93,3,251,0,0
80,510,3349806,no,no,0,206,35,13,97,155,98,2636,82,1186,124,12,335,0,0
41,415,3787733,no,no,0,159,27,11,66,126,75,2619,76,1179,111,5,3,1,0
136,415,4072248,no,yes,31,143,24,20,88,237,65,2278,120,1025,114,5,308,2,0
92,415,4053916,no,no,0,154,26,28,122,330,88,288,117,1296,56,2,151,3,1
143,408,4072081,no,yes,24,187,32,19,69,222,116,2349,138,1057,116,5,313,1,0
118,415,3979148,no,yes,26,171,29,17,114,200,125,1697,98,764,96,5,259,5,1
193,408,4154857,no,yes,17,124,21,17,102,203,81,2051,129,923,123,3,332,1,0
73,415,3547314,no,no,0,198,34,24,94,279,101,1462,87,658,148,8,4,3,0
62,408,3465611,no,no,0,173,29,17,101,205,97,2408,90,1084,91,8,246,2,0
30,415,3494703,no,yes,30,217,37,18,74,214,86,2272,104,1022,66,3,178,0,0
60,408,4117778,yes,yes,29,266,45,18,113,216,94,1081,82,486,14,12,378,0,1
148,510,4211469,no,yes,14,94,16,16,137,194,72,1449,84,652,175,5,473,1,0
96,510,4205990,no,no,0,98,17,26,100,307,88,1825,120,821,76,1,205,2,0
52,408,3894780,no,no,0,215,37,13,68,159,138,1234,114,555,94,4,254,2,0
87,415,3572735,no,no,0,168,29,19,92,225,100,1695,99,763,129,3,348,1,0
41,408,4094791,no,no,0,203,34,13,97,154,104,1135,92,511,9,3,243,3,0
112,415,3805286,no,no,0,261,44,13,108,155,102,1309,90,589,116,2,313,1,0
88,510,3948402,no,no,0,73,12,14,86,161,82,2396,76,1078,82,3,221,4,1
122,408,3921616,no,yes,27,254,43,19,84,229,109,1905,123,857,92,5,248,7,0
61,408,3641969,no,no,0,45,8,13,108,151,74,1529,94,688,98,6,265,2,0
87,510,3904152,no,no,0,231,39,15,105,172,108,677,136,305,13,6,351,1,0
176,408,3677039,no,no,0,47,8,14,125,168,90,1631,107,734,105,8,284,2,0
30,510,3916607,no,no,0,227,39,16,88,183,100,1917,134,863,125,3,338,0,0
95,415,3796652,no,yes,22,41,7,11,126,133,90,2642,91,1189,119,7,321,0,0
46,415,3841833,no,no,0,125,21,13,133,157,143,1993,72,897,86,4,232,2,0
100,510,4032455,yes,no,0,69,12,29,110,337,115,2052,99,923,121,9,327,0,0
47,415,3911348,no,yes,37,164,28,17,77,203,102,232,87,1044,78,4,211,2,0
77,415,4084174,no,no,0,163,28,19,112,219,89,2334,66,105,67,3,181,2,0
98,415,3664334,no,yes,38,214,36,22,61,253,104,2077,73,935,107,5,289,2,0
125,415,4065059,no,yes,36,201,34,4,117,42,78,1257,104,566,54,3,146,1,0
67,510,3736784,no,no,0,310,53,6,97,67,123,2465,99,1109,92,10,248,4,0
194,408,4083532,no,no,0,48,8,24,101,281,138,2185,87,983,182,1,491,1,0
128,415,3508680,no,yes,40,171,29,12,88,146,109,1968,93,886,14,6,378,1,0
190,415,3989870,no,yes,22,167,28,16,93,183,92,121,102,544,85,3,23,0,0
165,415,3433356,no,no,0,217,37,16,126,191,104,2247,123,1011,124,8,335,0,0
59,408,4154609,no,no,0,108,18,18,113,217,125,2175,92,979,99,3,267,2,0
47,408,4045387,no,yes,28,141,24,14,94,168,108,1135,84,511,78,2,211,1,0
150,415,4158151,no,yes,29,210,36,13,77,158,52,1419,113,639,66,1,178,0,0
152,415,4162778,yes,yes,20,238,40,22,120,253,94,2652,80,1193,142,3,383,9,1
26,415,3933300,no,no,0,235,40,18,109,217,129,1916,94,862,35,6,95,3,0
79,510,3917661,no,yes,31,103,18,21,90,243,135,764,92,344,122,8,329,3,0
95,510,3394317,no,yes,27,130,22,21,106,249,90,268,115,1206,119,3,321,1,0
69,510,4186455,yes,no,0,280,48,21,90,249,91,171,118,769,84,10,227,2,1
95,510,3783508,yes,yes,41,137,23,17,91,201,61,1337,67,602,103,9,278,5,1
31,415,3909359,no,yes,31,100,17,21,54,246,97,255,131,1148,59,3,159,0,0
121,408,3642495,no,yes,31,237,40,17,63,206,117,1967,85,885,101,5,273,4,0
111,415,3647719,no,no,0,173,29,16,58,183,108,1588,104,715,79,3,213,4,1
157,415,4211189,no,no,0,225,38,17,111,201,99,1166,118,525,115,2,311,2,0
44,510,4198987,no,no,0,288,49,22,112,258,92,1924,90,866,102,4,275,3,1
61,510,4029980,yes,no,0,78,13,17,103,196,149,108,100,486,101,6,273,2,0
65,415,3765908,no,no,0,149,25,22,80,259,94,1495,107,673,127,6,343,2,0
74,415,4003150,no,yes,25,195,33,10,84,120,103,1755,75,79,131,2,354,2,0
123,408,3361749,no,no,0,160,27,26,77,304,92,2269,120,1021,12,4,324,0,0
58,408,4201259,no,yes,20,195,33,18,110,214,89,2366,92,1065,95,2,257,1,0
74,408,3397541,no,no,0,174,30,21,96,251,94,2576,123,1159,83,5,224,2,1
125,415,3789029,no,no,0,132,22,12,97,137,100,3082,119,1387,77,6,208,2,0
80,415,3427514,no,no,0,161,27,20,103,237,109,2451,88,1103,107,1,289,1,0
53,408,4224956,no,yes,18,147,25,26,107,310,84,1787,130,804,72,7,194,0,0
99,408,3898606,no,yes,28,201,34,22,88,264,116,1727,102,777,91,5,246,1,0
99,415,4067261,no,no,0,146,25,8,106,98,106,2308,83,1039,109,5,294,1,0
66,415,4177973,no,yes,29,229,39,22,104,257,84,2315,119,1042,8,1,216,2,0
97,510,3902891,no,no,0,211,36,16,76,189,100,123,102,554,47,4,127,3,0
75,510,3857387,no,yes,37,122,21,23,97,271,110,2487,97,1119,113,5,305,2,0
85,510,3622776,yes,no,0,216,37,16,73,188,117,1471,98,662,36,7,97,2,0
108,510,3291955,no,no,0,293,50,14,88,161,101,1439,87,648,10,6,27,2,0
133,408,3443160,yes,yes,32,221,38,23,137,265,99,1689,108,76,154,4,416,2,1
51,510,4062454,no,no,0,182,31,17,108,197,87,1872,119,842,103,2,278,1,0
186,415,3353913,no,yes,26,74,13,15,107,177,116,2963,90,1333,145,3,392,2,0
44,415,3557705,yes,no,0,62,11,23,92,275,82,1387,108,624,108,3,292,1,0
64,408,4107108,no,yes,31,229,39,21,88,249,109,1671,124,752,9,1,243,3,0
44,510,4191674,no,no,0,228,39,24,121,277,79,2798,77,1259,99,5,267,2,1
114,415,3517369,no,yes,36,310,53,17,90,200,89,1835,105,826,142,2,383,1,0
92,415,3499566,no,no,0,202,34,19,74,227,119,2175,80,979,137,6,37,3,0
110,408,3333421,no,no,0,150,25,15,112,180,93,140,119,63,117,4,316,2,0
90,408,3938199,no,yes,30,184,31,20,76,230,95,1441,124,648,77,3,208,1,0
72,408,3884879,no,yes,21,187,32,28,108,335,86,1872,119,842,165,4,446,1,0
113,415,3536007,no,no,0,209,36,30,151,347,113,246,116,1107,74,2,2,1,1
171,415,4161557,no,yes,25,223,38,16,77,183,118,1508,90,679,102,3,275,3,0
104,415,3567217,no,no,0,164,28,13,109,155,90,1689,117,76,107,8,289,1,0
165,408,3502012,no,no,0,151,26,16,75,193,93,3116,93,1402,103,2,278,1,0
104,510,4209838,no,no,0,234,40,25,128,293,92,1839,79,828,98,6,265,0,1
110,408,3736379,no,no,0,55,9,14,102,165,124,2007,108,903,102,5,275,1,0
90,408,3557293,yes,no,0,222,38,17,97,204,134,2158,154,971,84,4,227,1,0
114,415,4064588,no,no,0,170,29,5,85,59,86,1793,124,807,74,8,2,1,0
101,408,3451524,no,no,0,90,15,22,118,260,79,1701,93,765,135,11,365,5,1
117,408,3758493,no,yes,14,80,14,19,81,219,103,1226,102,552,86,2,232,1,0
109,408,3612924,no,no,0,219,37,25,105,300,87,1586,110,714,113,4,305,2,0
82,408,3596163,no,no,0,126,21,18,96,208,137,1831,103,824,129,2,348,1,0
92,510,4118140,no,no,0,176,30,8,85,93,125,2072,107,932,96,1,259,2,0
82,510,3819049,no,yes,29,207,35,22,111,254,137,1693,92,762,95,5,257,2,0
90,415,3444478,no,no,0,206,35,14,138,162,83,2697,104,1214,125,6,338,2,0
87,408,3602690,no,yes,28,151,26,13,95,152,97,2501,109,1125,0,0,0,1,0
124,510,4107383,no,no,0,158,27,11,70,131,79,1934,98,87,96,4,259,3,0
39,408,3561889,no,no,0,160,27,9,68,103,103,2353,106,1059,91,5,246,2,0
84,415,3412360,no,no,0,159,27,14,80,168,128,1676,101,754,123,5,332,1,0
75,510,3703021,no,yes,46,214,36,17,62,201,111,2468,126,1111,92,6,248,0,0
102,510,3364656,no,no,0,103,17,21,89,246,77,1705,140,767,91,4,246,2,0
62,415,3862810,yes,no,0,160,27,17,86,198,76,1216,105,547,139,6,375,0,1
143,510,3501354,no,no,0,203,34,14,109,166,104,1439,71,648,46,4,124,1,0
53,415,3465707,no,no,0,58,10,23,95,266,131,2443,128,1099,116,6,313,3,0
30,415,4058370,no,no,0,170,29,19,144,225,118,1697,93,764,114,7,308,1,0
112,415,3732053,no,no,0,336,57,18,77,213,109,265,132,1193,127,8,343,2,1
129,415,3695222,no,no,0,140,24,25,119,289,105,1294,97,582,131,8,354,0,0
63,415,3477420,no,yes,29,142,24,10,107,119,56,2401,91,108,66,8,178,1,0
28,415,3926856,no,no,0,188,32,21,94,249,86,2088,124,94,106,5,286,0,0
111,415,3715556,no,no,0,146,25,22,55,262,83,1632,116,734,87,3,235,3,0
91,510,3345337,no,no,0,232,39,13,120,151,106,2692,129,1211,116,7,313,3,0
90,415,3348817,no,no,0,194,33,13,83,154,79,299,60,1346,127,3,343,1,0
151,510,3391405,no,no,0,156,27,20,108,233,118,1957,141,881,77,6,208,4,0
105,415,3807742,yes,yes,29,221,38,19,82,218,110,1905,100,857,132,6,356,1,1
41,408,3296191,no,yes,37,240,41,19,110,222,115,1891,100,851,73,1,197,2,0
48,510,3403075,no,yes,43,172,29,17,111,200,64,2331,96,1049,8,5,216,1,0
166,408,4165849,yes,yes,35,128,22,23,138,275,113,2989,130,1345,88,7,238,2,0
79,510,3347443,no,no,0,130,22,25,119,291,121,1948,140,877,14,6,378,3,0
153,510,3949121,no,no,0,195,33,13,107,155,96,1428,97,643,116,6,313,1,0
110,415,3831657,yes,no,0,293,50,16,79,189,90,2669,91,1201,145,4,392,0,1
163,415,3474112,no,no,0,191,33,16,89,194,87,2684,121,1208,128,4,346,1,0
126,510,3628280,no,no,0,122,21,12,88,144,111,157,106,707,115,3,311,1,0
105,408,4029982,no,yes,33,210,36,12,68,147,140,121,131,544,106,3,286,2,0
172,415,3928905,no,no,0,216,37,12,140,146,84,2646,83,1191,71,1,192,3,0
126,415,3925512,no,no,0,161,27,19,110,221,125,2492,78,1121,51,2,138,0,0
97,510,3516384,no,no,0,144,25,19,91,227,137,1446,72,651,138,4,373,3,0
95,408,3488015,yes,yes,37,220,37,16,109,185,99,2051,82,923,41,2,111,0,1
87,510,3746966,no,no,0,256,44,14,105,161,102,2494,80,1122,74,2,2,4,0
97,415,3282236,no,no,0,113,19,19,119,218,109,1521,76,684,65,5,176,1,0
